Id,SalePrice
1684,156704.0
1685,159840.4
1686,165943.08
1687,135042.45
1688,177933.6
1689,174366.9
1690,162163.84
1691,147962.05
1692,215990.06
1693,135042.45
1694,163951.69
1695,138705.69
1696,252101.0
1697,139347.72
1698,300133.44
1699,287654.9
1700,229621.6
1701,244391.84
1702,257576.12
1703,235258.11
1704,250045.89
1705,195910.75
1706,335727.56
1707,199184.17
1708,201449.45
1709,239366.66
1710,207336.17
1711,212655.92
1712,244330.0
1713,236374.69
1714,216387.19
1715,189007.81
1716,177206.4
1717,162470.94
1718,133121.64
1719,190910.62
1720,228325.12
1721,165282.02
1722,128023.484
1723,165175.56
1724,217503.45
1725,220230.72
1726,187768.03
1727,188041.19
1728,170220.66
1729,155242.27
1730,162922.0
1731,138511.4
1732,146527.08
1733,127694.21
1734,136018.67
1735,124209.125
1736,121127.3
1737,287103.16
1738,197029.44
1739,310186.2
1740,234436.22
1741,180217.53
1742,164903.03
1743,162068.1
1744,236074.19
1745,234746.36
1746,217235.22
1747,223150.86
1748,252172.95
1749,183514.75
1750,161429.66
1751,228339.38
1752,119476.016
1753,208498.31
1754,224733.19
1755,179314.31
1756,128340.805
1757,119219.195
1758,190113.6
1759,202090.16
1760,190175.4
1761,181989.16
1762,212337.64
1763,186724.66
1764,131638.84
1765,229175.27
1766,201144.3
1767,214739.55
1768,151141.9
1769,181265.78
1770,132783.72
1771,157716.67
1772,181308.47
1773,156792.1
1774,246197.55
1775,141268.39
1776,135096.73
1777,106712.58
1778,133359.06
1779,119081.83
1780,161204.5
1781,153763.48
1782,114581.26
1783,168421.33
1784,106277.51
1785,139749.1
1786,254458.66
1787,178762.12
1788,59803.65
1789,128242.69
1790,99267.7
1791,286707.25
1792,182031.25
1793,150580.47
1794,140375.92
1795,146904.92
1796,107670.234
1797,171565.48
1798,138614.73
1799,99718.46
1800,122256.77
1801,161522.34
1802,177841.05
1803,188077.6
1804,144569.33
1805,137200.47
1806,145343.7
1807,196350.94
1808,128019.56
1809,120880.44
1810,162040.67
1811,141057.83
1812,134393.56
1813,144844.31
1814,117623.0
1815,60029.105
1816,101342.73
1817,178752.88
1818,199797.38
1819,133392.22
1820,84347.625
1821,158401.47
1822,177679.16
1823,64388.44
1824,158301.55
1825,144773.81
1826,118674.74
1827,129690.836
1828,166796.47
1829,199651.64
1830,204759.98
1831,174612.06
1832,190710.06
1833,182427.17
1834,141897.88
1835,172562.16
1836,193357.19
1837,100841.99
1838,146356.62
1839,88079.75
1840,137884.06
1841,148645.14
1842,116438.484
1843,163888.53
1844,122971.016
1845,168262.36
1846,161816.9
1847,198052.03
1848,43308.88
1849,122854.27
1850,145237.19
1851,159841.5
1852,141421.72
1853,137734.27
1854,151541.11
1855,150631.38
1856,206987.69
1857,169323.0
1858,192436.38
1859,126558.5
1860,177877.03
1861,125119.36
1862,293216.1
1863,293216.1
1864,293216.1
1865,260297.45
1866,252291.36
1867,227068.27
1868,245008.75
1869,190589.4
1870,196496.28
1871,226655.7
1872,156455.08
1873,220696.44
1874,142141.08
1875,202921.97
1876,193719.28
1877,202543.08
1878,210677.16
1879,126396.63
1880,133769.0
1881,262337.8
1882,232678.6
1883,190088.5
1884,208418.78
1885,205041.0
1886,243502.5
1887,195849.97
1888,235215.33
1889,150026.97
1890,160347.9
1891,131286.16
1892,121312.32
1893,155471.06
1894,192690.44
1895,179152.34
1896,137179.56
1897,140347.1
1898,121943.72
1899,149541.48
1900,124165.43
1901,172584.03
1902,166049.98
1903,233785.39
1904,152919.08
1905,209225.62
1906,171489.16
1907,226688.84
1908,122456.1
1909,138200.78
1910,138200.78
1911,190503.72
1912,279439.1
1913,216690.69
1914,78751.82
1915,217966.56
1916,71183.484
1917,230672.14
1918,127960.164
1919,166567.23
1920,225849.39
1921,291869.1
1922,245737.39
1923,210162.03
1924,215434.8
1925,208429.77
1926,286624.22
1927,140609.47
1928,183167.06
1929,113220.2
1930,118253.72
1931,143814.25
1932,143631.44
1933,203484.12
1934,181218.62
1935,157129.06
1936,181347.03
1937,177426.28
1938,183317.19
1939,226492.6
1940,179874.06
1941,182769.05
1942,180188.25
1943,183584.56
1944,265614.16
1945,259795.19
1946,209085.34
1947,232504.53
1948,218511.92
1949,227373.53
1950,183434.53
1951,271749.6
1952,240268.22
1953,168967.05
1954,202016.56
1955,152557.47
1956,340809.4
1957,196452.73
1958,265173.62
1959,192628.14
1960,126137.23
1961,136511.14
1962,105731.87
1963,111381.87
1964,133522.98
1965,167398.95
1966,149785.38
1967,240203.44
1968,322694.16
1969,269673.97
1970,326196.12
1971,337017.38
1972,287271.56
1973,226096.3
1974,258326.56
1975,337878.97
1976,229672.25
1977,294720.4
1978,314631.9
1979,270178.34
1980,188383.56
1981,267756.03
1982,189807.84
1983,189807.84
1984,174990.44
1985,206861.56
1986,215234.33
1987,165990.23
1988,163706.67
1989,180130.73
1990,200058.72
1991,186957.69
1992,200364.9
1993,153757.16
1994,229211.28
1995,178384.17
1996,235363.28
1997,261752.44
1998,289755.22
1999,228954.16
2000,273689.47
2001,247827.34
2002,222805.75
2003,243119.56
2004,226824.1
2005,198843.12
2006,195244.19
2007,233416.61
2008,169887.06
2009,187378.4
2010,181163.84
2011,135070.83
2012,164814.53
2013,176607.17
2014,184477.25
2015,180944.66
2016,191198.97
2017,187851.52
2018,137857.66
2019,126410.11
2020,122200.28
2021,117164.64
2022,195553.78
2023,188563.06
2024,252190.72
2025,314758.5
2026,174609.16
2027,139379.92
2028,160227.67
2029,166732.47
2030,219086.69
2031,185871.03
2032,201129.5
2033,210274.97
2034,155167.56
2035,194904.62
2036,182463.92
2037,183837.62
2038,259351.4
2039,172867.98
2040,297764.28
2041,215465.72
2042,196094.23
2043,197264.36
2044,232895.4
2045,223427.2
2046,217858.8
2047,162454.22
2048,142865.11
2049,235575.38
2050,180230.47
2051,83853.1
2052,157149.97
2053,145517.25
2054,91560.266
2055,191036.4
2056,132956.42
2057,139197.14
2058,215745.19
2059,153965.12
2060,186850.58
2061,200227.53
2062,151616.6
2063,108939.75
2064,173384.84
2065,136745.94
2066,201425.6
2067,135097.11
2068,240675.67
2069,82211.91
2070,131471.03
2071,97151.7
2072,234032.0
2073,137551.69
2074,182783.64
2075,150124.16
2076,137887.03
2077,164357.61
2078,137330.56
2079,161666.16
2080,128869.95
2081,141495.77
2082,206678.66
2083,172980.44
2084,117444.15
2085,145402.58
2086,103777.72
2087,151100.06
2088,144016.69
2089,93866.28
2090,151300.9
2091,145285.84
2092,176432.23
2093,174739.0
2094,113427.41
2095,191146.02
2096,95714.555
2097,104624.92
2098,198916.27
2099,65954.71
2100,126127.83
2101,173107.38
2102,144556.28
2103,103719.805
2104,227335.47
2105,129200.48
2106,132630.27
2107,250395.2
2108,132978.11
2109,134392.16
2110,143276.78
2111,158868.97
2112,179904.62
2113,128032.125
2114,124939.68
2115,173523.03
2116,133030.88
2117,182129.95
2118,140019.38
2119,125820.02
2120,130539.15
2121,128429.53
2122,130877.64
2123,63764.594
2124,206372.8
2125,216032.97
2126,195802.25
2127,214489.4
2128,159521.5
2129,116825.39
2130,158503.8
2131,217638.73
2132,155043.12
2133,140307.72
2134,143758.94
2135,109305.26
2136,114500.0
2137,136244.3
2138,147343.22
2139,152924.75
2140,132996.5
2141,122675.55
2142,140742.88
2143,158807.1
2144,164735.52
2145,129712.69
2146,166754.08
2147,201887.92
2148,157480.25
2149,160785.6
2150,205999.6
2151,115124.305
2152,177398.25
2153,194072.27
2154,99359.07
2155,132001.61
2156,277051.6
2157,220108.31
2158,213553.84
2159,197217.12
2160,151273.47
2161,241354.75
2162,348025.56
2163,258624.7
2164,220610.78
2165,194321.44
2166,147876.17
2167,198982.27
2168,197436.44
2169,181301.47
2170,205712.1
2171,153707.88
2172,160818.56
2173,173177.12
2174,240427.72
2175,241496.53
2176,251000.78
2177,246652.81
2178,193827.38
2179,124713.914
2180,257635.72
2181,196428.0
2182,232243.75
2183,195292.97
2184,142536.12
2185,122852.375
2186,160555.69
2187,159056.42
2188,153900.27
2189,290413.0
2190,75599.375
2191,75599.375
2192,90133.22
2193,97983.67
2194,74671.375
2195,124385.25
2196,119602.95
2197,144736.03
2198,174139.16
2199,204205.97
2200,141922.9
2201,142172.56
2202,150299.38
2203,182443.12
2204,188949.66
2205,148236.58
2206,147611.08
2207,203551.06
2208,215390.39
2209,249160.34
2210,123098.16
2211,117092.39
2212,122599.24
2213,117202.01
2214,157925.27
2215,108758.18
2216,207801.22
2217,79468.78
2218,109753.04
2219,98997.16
2220,99865.06
2221,220727.34
2222,217684.03
2223,274651.2
2224,216913.45
2225,153996.45
2226,221361.83
2227,194515.0
2228,226596.3
2229,201659.69
2230,137808.44
2231,188062.8
2232,200053.12
2233,181638.56
2234,195321.39
2235,220055.69
2236,239821.48
2237,283168.03
2238,205178.0
2239,125501.016
2240,162014.44
2241,192660.06
2242,151747.12
2243,145523.03
2244,109927.03
2245,106775.48
2246,147569.0
2247,98667.59
2248,110890.625
2249,114215.695
2250,132239.67
2251,172752.97
2252,216187.4
2253,135001.34
2254,156187.48
2255,187046.62
2256,163153.38
2257,228043.22
2258,162700.47
2259,177563.84
2260,169238.62
2261,165984.19
2262,182719.34
2263,270313.97
2264,355956.06
2265,201029.39
2266,221203.89
2267,302564.72
2268,266658.5
2269,178556.94
2270,164096.06
2271,227281.73
2272,196113.84
2273,166069.81
2274,181711.06
2275,220953.2
2276,185210.62
2277,208012.92
2278,176016.38
2279,128804.37
2280,122459.08
2281,186624.12
2282,190678.9
2283,114668.62
2284,130149.57
2285,142226.97
2286,136775.4
2287,254570.44
2288,249899.08
2289,303547.97
2290,336513.28
2291,265095.66
2292,289216.9
2293,353208.2
2294,317349.4
2295,340235.88
2296,266040.53
2297,233750.6
2298,261500.69
2299,336895.66
2300,274096.28
2301,213400.6
2302,242085.75
2303,233519.94
2304,240448.55
2305,190315.69
2306,190315.69
2307,186216.14
2308,219059.03
2309,217704.5
2310,187744.0
2311,192355.33
2312,172922.31
2313,164495.72
2314,155034.78
2315,162904.61
2316,171660.66
2317,177465.73
2318,164182.75
2319,157346.05
2320,173882.47
2321,214338.31
2322,170639.5
2323,142945.86
2324,135042.45
2325,208971.08
2326,136350.75
2327,197572.94
2328,201056.36
2329,184504.9
2330,183931.81
2331,314575.28
2332,323192.56
2333,286676.22
2334,247686.48
2335,232275.2
2336,291882.22
2337,196381.66
2338,232214.31
2339,207092.19
2340,296344.72
2341,206586.64
2342,208043.25
2343,215800.56
2344,215191.53
2345,239684.88
2346,192431.03
2347,190557.16
2348,199850.31
2349,176063.56
2350,227216.6
2351,219887.6
2352,236154.62
2353,265203.12
2354,126471.5
2355,131455.0
2356,162882.4
2357,206061.56
2358,193707.64
2359,132441.17
2360,122658.92
2361,163753.4
2362,260740.1
2363,147037.23
2364,155739.34
2365,193293.5
2366,163178.31
2367,207966.25
2368,185508.02
2369,212244.16
2370,163592.56
2371,168893.33
2372,195468.9
2373,221937.11
2374,286156.84
2375,202613.1
2376,288721.22
2377,328554.53
2378,147237.9
2379,244466.69
2380,150028.6
2381,182900.0
2382,194303.67
2383,213640.39
2384,223206.75
2385,156914.14
2386,141020.69
2387,139300.62
2388,114592.984
2389,140168.69
2390,148908.25
2391,161331.48
2392,122915.74
2393,165130.42
2394,148241.6
2395,217638.19
2396,164320.05
2397,219722.53
2398,133212.1
2399,76550.4
2400,62236.14
2401,112798.37
2402,147181.7
2403,230266.19
2404,150981.95
2405,176233.66
2406,127977.2
2407,135729.9
2408,165629.16
2409,153121.06
2410,208430.31
2411,125869.34
2412,171872.06
2413,161376.42
2414,139987.19
2415,210406.06
2416,135537.64
2417,138489.1
2418,122617.84
2419,182264.53
2420,131379.61
2421,180455.53
2422,133289.6
2423,146791.69
2424,197115.92
2425,312261.34
2426,178125.4
2427,136883.83
2428,161907.72
2429,119180.836
2430,128078.2
2431,146830.33
2432,137986.44
2433,156230.6
2434,163587.08
2435,180799.39
2436,80149.94
2437,118320.32
2438,124220.734
2439,142101.55
2440,163887.92
2441,129373.72
2442,122810.734
2443,134711.47
2444,147729.0
2445,119212.96
2446,192921.62
2447,204631.73
2448,167705.56
2449,142207.86
2450,184099.3
2451,144615.8
2452,238411.06
2453,84899.89
2454,115384.45
2455,126722.234
2456,158836.19
2457,133949.0
2458,124502.27
2459,117146.44
2460,168985.83
2461,137926.77
2462,155997.1
2463,145822.52
2464,228894.84
2465,165329.39
2466,160464.89
2467,150857.45
2468,121672.34
2469,141378.02
2470,229315.31
2471,195434.22
2472,245388.2
2473,154213.7
2474,152318.5
2475,230329.73
2476,132741.98
2477,131054.0
2478,202097.25
2479,143892.81
2480,149346.19
2481,136573.95
2482,132045.47
2483,119143.79
2484,142487.28
2485,125172.19
2486,172124.53
2487,248080.31
2488,133523.4
2489,164827.03
2490,153785.0
2491,95229.836
2492,194119.55
2493,144261.78
2494,201597.53
2495,126978.14
2496,256213.5
2497,176765.5
2498,125061.82
2499,81787.82
2500,136344.61
2501,170686.94
2502,166619.89
2503,154228.9
2504,207182.73
2505,199051.89
2506,245473.72
2507,303476.2
2508,245473.72
2509,229024.23
2510,215343.5
2511,179829.95
2512,198385.75
2513,208582.62
2514,196175.52
2515,165606.06
2516,149259.69
2517,138545.62
2518,141696.92
2519,210075.47
2520,191533.0
2521,185926.47
2522,200773.17
2523,129741.74
2524,141252.44
2525,152447.1
2526,167734.1
2527,122622.945
2528,128760.52
2529,136511.14
2530,123349.2
2531,229825.08
2532,214326.44
2533,190821.39
2534,212462.03
2535,271516.78
2536,212263.0
2537,185327.28
2538,168905.89
2539,173090.3
2540,181070.38
2541,165521.19
2542,164442.48
2543,132354.11
2544,158545.78
2545,170190.1
2546,175634.95
2547,149984.52
2548,183710.6
2549,160109.36
2550,659089.4
2551,131286.16
2552,135619.53
2553,75599.375
2554,137310.75
2555,103385.44
2556,111176.45
2557,133376.1
2558,233668.67
2559,179523.11
2560,132807.72
2561,112327.95
2562,137814.47
2563,144230.78
2564,171809.75
2565,106345.34
2566,175756.77
2567,158850.9
2568,216622.94
2569,206569.84
2570,123948.55
2571,233357.22
2572,149467.81
2573,235158.81
2574,237049.47
2575,161679.42
2576,151115.22
2577,192676.89
2578,100361.055
2579,71932.086
2580,177661.06
2581,169666.84
2582,120944.62
2583,216164.1
2584,165987.62
2585,204299.53
2586,199106.03
2587,201341.25
2588,125605.766
2589,149299.48
2590,205545.44
2591,208003.88
2592,222028.9
2593,211293.66
2594,177878.11
2595,179080.03
2596,265511.47
2597,208133.69
2598,247463.56
2599,269790.6
2600,200419.36
2601,136584.1
2602,114890.016
2603,110385.664
2604,98561.14
2605,117008.766
2606,155385.06
2607,184378.9
2608,210367.44
2609,163489.53
2610,91562.35
2611,202763.62
2612,163429.12
2613,110890.625
2614,119439.64
2615,172128.19
2616,137150.78
2617,259555.31
2618,210716.5
2619,245290.39
2620,165992.1
2621,175443.56
2622,185565.94
2623,222363.47
2624,278697.16
2625,317611.53
2626,159920.16
2627,167630.73
2628,295652.2
2629,346482.53
2630,259743.56
2631,315659.25
2632,294419.94
2633,230394.98
2634,272002.25
2635,158624.44
2636,199527.84
2637,161238.97
2638,234210.75
2639,187549.1
2640,156648.22
2641,137112.06
2642,201429.14
2643,126053.73
2644,155677.03
2645,109086.37
2646,103180.69
2647,114668.62
2648,151337.34
2649,156807.66
2650,141931.5
2651,167398.95
2652,309060.03
2653,242726.02
2654,255340.17
2655,284605.62
2656,241759.83
2657,249994.9
2658,244456.47
2659,252033.17
2660,280340.44
2661,265618.88
2662,257244.69
2663,243735.25
2664,215568.78
2665,251795.84
2666,228615.28
2667,156650.78
2668,162761.6
2669,179969.7
2670,248319.88
2671,162761.6
2672,177931.0
2673,192330.94
2674,193961.5
2675,159760.6
2676,174662.84
2677,200115.44
2678,243130.27
2679,238200.03
2680,253277.3
2681,313050.62
2682,291662.75
2683,376624.88
2684,278933.88
2685,292332.1
2686,232062.0
2687,251770.06
2688,205814.22
2689,184652.72
2690,324566.62
2691,194506.22
2692,131287.11
2693,200385.47
2694,130025.89
2695,184398.72
2696,171688.17
2697,211195.53
2698,184580.78
2699,195608.6
2700,171131.69
2701,148488.8
2702,153810.5
2703,142614.27
2704,159210.06
2705,133106.53
2706,122150.37
2707,137598.42
2708,137564.42
2709,104862.64
2710,125335.7
2711,295048.1
2712,308275.66
2713,169377.55
2714,140937.69
2715,165688.02
2716,129163.64
2717,167183.0
2718,216619.36
2719,167448.44
2720,184150.44
2721,153329.38
2722,194596.22
2723,144783.28
2724,121072.45
2725,137835.16
2726,167672.6
2727,180455.78
2728,175100.25
2729,160935.39
2730,161835.23
2731,109402.93
2732,132325.23
2733,184121.53
2734,193129.38
2735,149902.1
2736,163107.5
2737,123108.64
2738,214570.31
2739,171695.97
2740,143701.19
2741,168914.8
2742,174445.53
2743,161358.53
2744,151972.62
2745,139186.25
2746,133932.16
2747,139864.78
2748,134103.0
2749,136092.17
2750,140719.83
2751,119072.58
2752,230569.78
2753,198507.97
2754,344869.72
2755,166617.66
2756,105844.336
2757,124713.89
2758,87463.445
2759,171402.88
2760,210181.0
2761,147604.72
2762,152229.5
2763,207992.1
2764,127937.0
2765,259832.34
2766,182963.78
2767,94071.75
2768,178702.19
2769,150727.19
2770,154288.81
2771,121016.92
2772,117818.95
2773,207531.95
2774,184583.27
2775,175601.72
2776,157236.86
2777,166026.56
2778,103723.65
2779,211207.69
2780,136737.17
2781,111019.21
2782,119109.03
2783,140493.64
2784,147518.28
2785,171978.81
2786,69525.984
2787,139939.8
2788,110568.89
2789,226312.31
2790,112660.016
2791,150600.1
2792,117139.22
2793,177113.0
2794,128699.055
2795,135034.89
2796,107423.57
2797,278663.66
2798,147059.38
2799,131921.53
2800,83907.69
2801,133031.34
2802,151580.44
2803,257757.53
2804,133041.81
2805,84581.13
2806,110307.96
2807,139308.4
2808,156360.84
2809,128012.84
2810,140164.94
2811,186622.19
2812,155372.88
2813,263235.38
2814,261556.77
2815,121035.33
2816,245569.16
2817,152040.38
2818,128940.81
2819,161757.98
2820,168698.77
2821,128755.984
2822,216155.48
2823,384806.3
2824,223867.53
2825,134334.6
2826,140064.03
2827,174510.83
2828,243144.97
2829,220136.45
2830,242229.92
2831,179655.3
2832,243465.19
2833,230440.94
2834,206403.88
2835,222610.84
2836,182744.69
2837,193177.94
2838,156251.03
2839,167402.47
2840,201903.62
2841,189509.78
2842,201398.25
2843,144820.66
2844,176607.28
2845,118512.94
2846,194451.84
2847,190713.64
2848,182674.94
2849,202352.31
2850,240689.03
2851,217033.58
2852,215031.38
2853,216034.66
2854,124713.914
2855,194937.2
2856,193212.9
2857,181286.14
2858,185984.86
2859,161535.64
2860,114608.89
2861,158331.03
2862,192093.9
2863,105145.19
2864,240801.28
2865,131286.16
2866,184528.66
2867,109296.72
2868,162913.34
2869,181817.38
2870,183434.83
2871,135283.94
2872,71187.98
2873,131589.6
2874,169346.31
2875,154748.44
2876,147994.22
2877,150256.03
2878,166276.56
2879,160470.62
2880,140619.4
2881,162474.56
2882,183388.84
2883,189162.08
2884,174451.12
2885,176087.2
2886,231288.8
2887,126089.82
2888,159461.9
2889,65473.26
2890,91285.94
2891,179855.0
2892,47875.715
2893,124114.14
2894,72053.05
2895,226172.55
2896,220498.03
2897,223818.84
2898,230858.69
2899,203039.56
2900,169116.19
2901,222075.06
2902,190475.81
2903,259856.6
2904,255291.4
2905,122165.84
2906,203990.38
2907,120253.63
2908,118589.26
2909,249546.52
2910,72475.945
2911,114890.016
2912,165280.94
2913,117008.766
2914,98561.14
2915,98561.14
2916,117008.766
2917,177787.89
2918,108656.695
2919,222265.02
